Taxonomy,SampleID,Count,Kingdom,Phylum,Class,Order,Family,Genus,Species
Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; ; ; ,1609.summer.control.30.2,23.0,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Unclassified,Unclassified,Unclassified
Bacteria; OD1; ; ; ; ; ,1609.summer.control.30.2,68.0,Bacteria,OD1,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
Bacteria; Planctomycetes; Phycisphaerae; WD2101; ; ; ,1609.summer.control.30.2,14.0,Bacteria,Planctomycetes,Phycisphaerae,WD2101,Unclassified,Unclassified,Unclassified
Bacteria; Actinobacteria; Thermoleophilia; Gaiellales; Gaiellaceae; ; ,1609.summer.control.30.2,110.0,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Unclassified,Unclassified
Bacteria; Actinobacteria; Actinobacteria; ; ; ; ,1609.summer.control.30.2,113.0,Bacteria,Actinobacteria,Actinobacteria,Unclassified,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; ; ,1609.summer.control.30.2,35.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Unclassified,Unclassified
Bacteria; Acidobacteria; Acidobacteriia; Acidobacteriales; Koribacteraceae; ; ,1609.summer.control.30.2,13.0,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,Unclassified,Unclassified
Bacteria; Verrucomicrobia; [Spartobacteria]; [Chthoniobacterales]; [Chthoniobacteraceae]; DA101; ,1609.summer.control.30.2,337.0,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,Unclassified
Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae; ; ,1609.summer.control.30.2,4.0,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Ellin329; ; ; ,1609.summer.control.30.2,14.0,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; Bradyrhizobium; elkanii,1609.summer.control.30.2,1.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,elkanii
Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; Conexibacteraceae; ; ,1609.summer.control.30.2,18.0,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Unclassified,Unclassified
Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae; Candidatus Solibacter; ,1609.summer.control.30.2,52.0,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; ; ,1609.summer.control.30.2,12.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Unclassified,Unclassified
Bacteria; Bacteroidetes; [Saprospirae]; [Saprospirales]; Chitinophagaceae; ; ,1609.summer.control.30.2,29.0,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Unclassified,Unclassified
Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; ; ; ,1609.summer.control.30.2,37.0,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Rhodoplanes; ,1609.summer.control.30.2,48.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Unclassified
Bacteria; Actinobacteria; Thermoleophilia; Gaiellales; Gaiellaceae; ; ,1609.summer.control.30.2,40.0,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Unclassified,Unclassified
Bacteria; Acidobacteria; Acidobacteria-5; ; ; ; ,1609.summer.control.30.2,30.0,Bacteria,Acidobacteria,Acidobacteria-5,Unclassified,Unclassified,Unclassified,Unclassified
Bacteria; Verrucomicrobia; [Pedosphaerae]; [Pedosphaerales]; Ellin515; ; ,1609.summer.control.30.2,70.0,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin515,Unclassified,Unclassified
Bacteria; Gemmatimonadetes; Gemmatimonadetes; Ellin5290; ; ; ,1609.summer.control.30.2,60.0,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Ellin5290,Unclassified,Unclassified,Unclassified
Bacteria; Acidobacteria; Acidobacteriia; Acidobacteriales; Koribacteraceae; ; ,1609.summer.control.30.2,66.0,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,Unclassified,Unclassified
Bacteria; Verrucomicrobia; [Spartobacteria]; [Chthoniobacterales]; [Chthoniobacteraceae]; DA101; ,1609.summer.control.30.2,385.0,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; ; ,1609.summer.control.30.2,56.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unclassified,Unclassified
Bacteria; Actinobacteria; Thermoleophilia; Gaiellales; Gaiellaceae; ; ,1609.summer.control.30.2,16.0,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; ; ,1609.summer.control.30.2,9.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unclassified,Unclassified
Bacteria; Proteobacteria; Betaproteobacteria; Ellin6067; ; ; ,1609.summer.control.30.2,88.0,Bacteria,Proteobacteria,Betaproteobacteria,Ellin6067,Unclassified,Unclassified,Unclassified
Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae; Candidatus Solibacter; ,1609.summer.control.30.2,55.0,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,Unclassified
Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae; Candidatus Solibacter; ,1609.summer.control.30.2,4.0,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,Unclassified
Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae; Candidatus Solibacter; ,1609.summer.control.30.2,116.0,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; ; ,1609.summer.control.30.2,903.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Unclassified,Unclassified
Bacteria; Bacteroidetes; [Saprospirae]; [Saprospirales]; Chitinophagaceae; Flavisolibacter; ,1609.summer.control.30.2,48.0,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Flavisolibacter,Unclassified
Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Micromonosporaceae; Virgisporangium; ,1609.summer.control.30.2,103.0,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Virgisporangium,Unclassified
Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae; Candidatus Solibacter; ,1609.summer.control.30.2,48.0,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,Unclassified
Bacteria; Bacteroidetes; [Saprospirae]; [Saprospirales]; Chitinophagaceae; Flavisolibacter; ,1609.summer.control.30.2,8.0,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Flavisolibacter,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Rhodoplanes; ,1609.summer.control.30.2,261.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Unclassified
Bacteria; Firmicutes; Bacilli; Bacillales; Planococcaceae; Lysinibacillus; boronitolerans,1609.summer.control.30.2,234.0,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,boronitolerans
Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; ; ; ,1609.summer.control.30.2,137.0,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Ellin329; ; ; ,1609.summer.control.30.2,77.0,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Rhodoplanes; ,1609.summer.control.30.2,135.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Unclassified
Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; ,1609.summer.control.30.2,12.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unclassified
Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; ; ,1609.summer.control.30.2,5.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Unclassified,Unclassified
Bacteria; Planctomycetes; Phycisphaerae; WD2101; ; ; ,1609.summer.control.30.2,69.0,Bacteria,Planctomycetes,Phycisphaerae,WD2101,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; veronii,1609.summer.control.30.2,25.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,veronii
Bacteria; Acidobacteria; Solibacteres; Solibacterales; ; ; ,1609.summer.control.30.2,67.0,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Betaproteobacteria; Ellin6067; ; ; ,1609.summer.control.30.2,18.0,Bacteria,Proteobacteria,Betaproteobacteria,Ellin6067,Unclassified,Unclassified,Unclassified
Bacteria; Bacteroidetes; [Saprospirae]; [Saprospirales]; Chitinophagaceae; ; ,1609.summer.control.30.2,19.0,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Unclassified,Unclassified
Bacteria; Acidobacteria; [Chloracidobacteria]; RB41; ; ; ,1609.summer.control.30.2,4.0,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; ,1609.summer.control.30.2,8.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Unclassified
Bacteria; Acidobacteria; Acidobacteriia; Acidobacteriales; Koribacteraceae; ; ,1609.summer.control.30.2,162.0,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,Unclassified,Unclassified
Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Leptothrix; ,1609.summer.control.30.2,64.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Leptothrix,Unclassified
Bacteria; Verrucomicrobia; [Spartobacteria]; [Chthoniobacterales]; [Chthoniobacteraceae]; DA101; ,1609.summer.control.30.2,259.0,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,Unclassified
Bacteria; Acidobacteria; Acidobacteria-6; iii1-15; ; ; ,1609.summer.control.30.2,97.0,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; ; ,1609.summer.control.30.2,11.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Unclassified,Unclassified
Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; ,1609.summer.control.30.2,22.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; ; ,1609.summer.control.30.2,220.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unclassified,Unclassified
Bacteria; Verrucomicrobia; [Spartobacteria]; [Chthoniobacterales]; [Chthoniobacteraceae]; DA101; ,1609.summer.control.30.2,13982.0,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; ; ,1609.summer.control.30.2,39.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Devosia; ,1609.summer.control.30.2,69.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; ; ,1609.summer.control.30.2,11.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unclassified,Unclassified
Bacteria; Acidobacteria; Acidobacteria-6; iii1-15; ; ; ,1609.summer.control.30.2,127.0,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Kaistobacter; ,1609.summer.control.30.2,350.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Kaistobacter,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; ; ,1609.summer.control.30.2,84.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Unclassified,Unclassified
Bacteria; Acidobacteria; Acidobacteria-6; iii1-15; ; ; ,1609.summer.control.30.2,484.0,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,Unclassified,Unclassified,Unclassified
Bacteria; Acidobacteria; Acidobacteria-6; iii1-15; ; ; ,1609.summer.control.30.2,405.0,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,Unclassified,Unclassified,Unclassified
Bacteria; Firmicutes; Bacilli; Bacillales; ; ; ,1609.summer.control.30.2,4972.0,Bacteria,Firmicutes,Bacilli,Bacillales,Unclassified,Unclassified,Unclassified
Bacteria; Verrucomicrobia; [Spartobacteria]; [Chthoniobacterales]; [Chthoniobacteraceae]; DA101; ,1609.summer.control.30.2,1609.0,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,Unclassified
Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; ,1609.summer.control.30.2,78.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; Bradyrhizobium; ,1609.summer.control.30.2,1.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Rhodoplanes; ,1609.summer.control.30.2,114.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Unclassified
Bacteria; Bacteroidetes; [Saprospirae]; [Saprospirales]; Chitinophagaceae; ; ,1609.summer.control.30.2,173.0,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Unclassified,Unclassified
Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; ; ; ,1609.summer.control.30.2,65.0,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; ; ,1609.summer.control.30.2,49.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Unclassified,Unclassified
Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; ; ; ,1609.summer.control.30.2,11.0,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; ; ,1609.summer.control.30.2,2.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unclassified,Unclassified
Bacteria; Bacteroidetes; [Saprospirae]; [Saprospirales]; Chitinophagaceae; ; ,1609.summer.control.30.2,329.0,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Unclassified,Unclassified
Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae; ; ,1609.summer.control.30.2,30.0,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Unclassified,Unclassified
Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; ; ; ,1609.summer.control.30.2,11.0,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Unclassified,Unclassified,Unclassified
Bacteria; Bacteroidetes; [Saprospirae]; [Saprospirales]; Chitinophagaceae; Flavisolibacter; ,1609.summer.control.30.2,49.0,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Flavisolibacter,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; ; ,1609.summer.control.30.2,37.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Unclassified,Unclassified
Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; ; ; ,1609.summer.control.30.2,118.0,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; ; ,1609.summer.control.30.2,89.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Unclassified,Unclassified
Bacteria; Acidobacteria; Acidobacteria-6; iii1-15; ; ; ,1609.summer.control.30.2,48.0,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,Unclassified,Unclassified,Unclassified
Bacteria; Acidobacteria; Acidobacteriia; Acidobacteriales; Acidobacteriaceae; ; ,1609.summer.control.30.2,6.0,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Phenylobacterium; ,1609.summer.control.30.2,38.0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Unclassified
Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Virgibacillus; ,1609.summer.control.30.2,115.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,Unclassified
Bacteria; Actinobacteria; Thermoleophilia; Gaiellales; Gaiellaceae; ; ,1609.summer.control.30.2,75.0,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Unclassified,Unclassified
Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Nocardioidaceae; Nocardioides; ,1609.summer.control.30.2,37.0,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Unclassified
Bacteria; Bacteroidetes; [Saprospirae]; [Saprospirales]; Chitinophagaceae; ; ,1609.summer.control.30.2,57.0,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Unclassified,Unclassified
Bacteria; Verrucomicrobia; [Spartobacteria]; [Chthoniobacterales]; [Chthoniobacteraceae]; DA101; ,1609.summer.control.30.2,219.0,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,Unclassified
Bacteria; Verrucomicrobia; [Pedosphaerae]; [Pedosphaerales]; Ellin515; ; ,1609.summer.control.30.2,33.0,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin515,Unclassified,Unclassified
Bacteria; Actinobacteria; Thermoleophilia; Gaiellales; Gaiellaceae; ; ,1609.summer.control.30.3,55.0,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Unclassified,Unclassified
Bacteria; Bacteroidetes; [Saprospirae]; [Saprospirales]; Chitinophagaceae; ; ,1609.summer.control.30.3,348.0,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Unclassified,Unclassified
Bacteria; Verrucomicrobia; [Spartobacteria]; [Chthoniobacterales]; [Chthoniobacteraceae]; DA101; ,1609.summer.control.30.3,8018.0,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,Unclassified
Bacteria; Verrucomicrobia; [Spartobacteria]; [Chthoniobacterales]; [Chthoniobacteraceae]; Ellin506; ,1609.summer.control.30.3,14.0,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],Ellin506,Unclassified
Bacteria; Actinobacteria; Thermoleophilia; Gaiellales; Gaiellaceae; ; ,1609.summer.control.30.3,1403.0,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; Nitrobacter; ,1609.summer.control.30.3,15.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Nitrobacter,Unclassified
Bacteria; Verrucomicrobia; [Spartobacteria]; [Chthoniobacterales]; [Chthoniobacteraceae]; DA101; ,1609.summer.control.30.3,1886.0,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,Unclassified
Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; Conexibacteraceae; ; ,1609.summer.control.30.3,215.0,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Ellin329; ; ; ,1609.summer.control.30.3,55.0,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,Unclassified,Unclassified,Unclassified
Bacteria; Planctomycetes; Phycisphaerae; WD2101; ; ; ,1609.summer.control.30.3,140.0,Bacteria,Planctomycetes,Phycisphaerae,WD2101,Unclassified,Unclassified,Unclassified
Bacteria; Gemmatimonadetes; Gemmatimonadetes; Gemmatimonadales; Ellin5301; ; ,1609.summer.control.30.3,139.0,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Ellin5301,Unclassified,Unclassified
Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae; Candidatus Solibacter; ,1609.summer.control.30.3,31.0,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,Unclassified
Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae; ; ,1609.summer.control.30.3,10.0,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Unclassified,Unclassified
Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Solirubrobacter; ,1609.summer.control.30.3,361.0,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Unclassified
Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Frankiaceae; ; ,1609.summer.control.30.3,148.0,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Frankiaceae,Unclassified,Unclassified
Bacteria; Verrucomicrobia; [Pedosphaerae]; [Pedosphaerales]; ; ; ,1609.summer.control.30.3,283.0,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Unclassified,Unclassified,Unclassified
Bacteria; Verrucomicrobia; [Spartobacteria]; [Chthoniobacterales]; [Chthoniobacteraceae]; DA101; ,1609.summer.control.30.3,506.0,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,Unclassified
Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae; ; ,1609.summer.control.30.3,167.0,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Unclassified,Unclassified
Bacteria; Verrucomicrobia; [Spartobacteria]; [Chthoniobacterales]; [Chthoniobacteraceae]; DA101; ,1609.summer.control.30.3,199.0,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,Unclassified
Bacteria; Acidobacteria; Acidobacteriia; Acidobacteriales; Koribacteraceae; ; ,1609.summer.control.30.3,106.0,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,Unclassified,Unclassified
Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; ; ; ,1609.summer.control.30.3,36.0,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Unclassified,Unclassified,Unclassified
Bacteria; OD1; ; ; ; ; ,1609.summer.control.30.3,169.0,Bacteria,OD1,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
Bacteria; Planctomycetes; Phycisphaerae; WD2101; ; ; ,1609.summer.control.30.3,34.0,Bacteria,Planctomycetes,Phycisphaerae,WD2101,Unclassified,Unclassified,Unclassified
Bacteria; Actinobacteria; Thermoleophilia; Gaiellales; Gaiellaceae; ; ,1609.summer.control.30.3,373.0,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Unclassified,Unclassified
Bacteria; Actinobacteria; Actinobacteria; ; ; ; ,1609.summer.control.30.3,127.0,Bacteria,Actinobacteria,Actinobacteria,Unclassified,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; ; ,1609.summer.control.30.3,71.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Unclassified,Unclassified
Bacteria; Acidobacteria; Acidobacteriia; Acidobacteriales; Koribacteraceae; ; ,1609.summer.control.30.3,61.0,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,Unclassified,Unclassified
Bacteria; Verrucomicrobia; [Spartobacteria]; [Chthoniobacterales]; [Chthoniobacteraceae]; DA101; ,1609.summer.control.30.3,362.0,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,Unclassified
Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae; ; ,1609.summer.control.30.3,16.0,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Ellin329; ; ; ,1609.summer.control.30.3,38.0,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,Unclassified,Unclassified,Unclassified
